"Rank","Domain"
"472824","orval.be"
"472860","arteveldehogeschool.be"
"473915","mediclaim.be"
"474889","econoweb.be"
"475215","starbucks.be"
"475672","lamonnaiedemunt.be"
"476156","wegenenverkeer.be"
"476382","bobex.be"
"476608","trooper.be"
"476659","energiesparen.be"
"476701","federation-wallonie-bruxelles.be"
"476732","rtv.be"
"476816","fid-manager.be"
"476879","hotelverlooy.be"
"476959","dstny.be"
"477115","bellewaerde.be"
"477879","clint.be"
"477889","bel-bo.be"
"479319","degy.be"
"479429","amendesroutieres.be"
"479616","triple.be"
"480252","sckcen.be"
"480949","ech.be"
"481313","bolero.be"
"481317","linuxsystems.be"
"481692","hostyou4ever.be"
"481991","amnesty.be"
"482126","bbforum.be"
"482437","vmm.be"
"483022","toyota.be"
"483800","prodh-tmg.mhtr.be"
"483889","vrtnws.be"
"484537","digikey.be"
"484661","gettyimages.be"
"484686","baracenter.be"
"484979","vanbredacarfinance.be"
"485425","bkm.be"
"486615","neckermann.be"
"486812","prod-tmg.mhtr.be"
"486917","eb.be"
"487324","mc.be"
"487727","schoenentorfs.be"
"488005","bellerose.be"
"488500","livenation.be"
"488912","chupmb.be"
"489314","hellobank.be"
"489502","dkv.be"
"489759","randstad.be"
"490352","graspop.be"
"490631","hasselt.be"
"491144","visitlimburg.be"
"492607","valid.be"
"492776","uvcw.be"
"493066","vlaamsbrabant.be"
"493455","clearfacts.be"
"494430","zoe-beauty.be"
"494451","werkenbijgamma.be"
"494492","audi.be"
"494763","auctionport.be"
"495912","renault.be"
"496681","antp.be"
"497028","sandyou.be"
"497565","level27.be"
"497608","lameuse.be"
"497739","innotec-industrie.be"
"497767","handelsgids.be"
"498630","mydatacloud.be"
"498989","vacancesweb.be"
"499184","interparking.be"
"499738","meesens.be"
"499814","oostende.be"
"499991","hostedby.be"
"500450","slimnaarantwerpen.be"
"500683","uunet.be"
"500952","zorg-en-gezondheid.be"
"501043","lekkervanbijons.be"
"501782","y2u.be"
"501924","monizze.be"
"501953","hortamuseum.be"
"502057","salonkee.be"
"502074","mil.be"
"502261","notele.be"
"503000","nagelmackers.be"
"504861","yves-rocher.be"
"504909","ebusiness.be"
"505239","onderwijskiezer.be"
"505400","sidc.be"
"506702","totalenergies.be"
"508101","c2yweb.be"
"508288","msf-azg.be"
"508787","maes-media.be"
"509331","manutan.be"
"509762","thebulletin.be"
"510091","geopunt.be"
"511256","ares-ac.be"
"511588","contentserver.be"
"512050","shop.nieuwsblad.be"
"512672","eid.belgium.be"
"512932","kbcbrussels.be"
"513033","dewatergroep.be"
"513419","kwantum.be"
"513986","knokke-heist.be"
"514126","favv-afsca.be"
"515563","rva.be"
"516131","siep.be"
"516444","belsign.be"
"516807","syntrawest.be"
"517027","zmk.be"
"517315","advocaat.be"
"517640","vikinglab.be"
"517663","crash-storage.waq.be"
"518281","vznkul.be"
"518859","kapaza.be"
"519159","iranian.be"
"520002","bene.be"
"520101","onem.be"
"521195","hetacv.be"
"521223","benefitsatwork.be"
"521384","redbird.be"
"521533","vlm.be"
"521769","goldenpalace.be"
"521855","asp.be"
"522963","vilt.be"
"523658","enabel.be"
"523817","utick.be"
"523881","hollandandbarrett.be"
"524657","concertgebouw.be"
"525135","waterstoring.be"
"525851","vanbreda.be"
"525943","virit.be"
"526513","cdenv.be"
"526617","lecot.be"
"527172","cora.be"
"527674","scoutnet.be"
"527835","synergiecareers.be"
"528156","rosa.be"
"528692","wielerflits.be"
"528756","flows.be"
"529478","sint-niklaas.be"
"529781","be2concept.be"
"530593","pagesdor.be"
"531573","chirec.be"
"533186","bricozone.be"
"533283","tuinvandecruys.be"
"533432","votreamende.be"
"534324","taurix.be"
"534612","kluwer.be"
"534940","nostalgie.be"
"536127","ores.be"
"536257","publicprocurement.be"
"536269","ultratop.be"
"536774","tv-vlaanderen.be"
"537979","croix-rouge.be"
"538259","trivago.be"
"538346","x2o.be"
"538673","partena-professional.be"
"538919","one.be"
"539148","publihost.be"
"539290","adecco.be"
"540166","tvlux.be"
"540788","milieuinfo.be"
"541251","ziekenhuisschool.be"
"541684","vaph.be"
"541887","beslist.be"
"541891","medi-market.be"
"541953","muhka.be"
"543405","my3cx.be"
"543879","di.be"
"544687","volkswagen.be"
"545870","immowebapi.be"
"546638","aveve.be"
"547489","adminpulse.be"
"547744","jika.be"
"548226","helha.be"
"548334","eboxenterprise.be"
"549075","spinternet.be"
"549727","euphonynet.be"
"550036","bouwinfo.be"
"550395","pelckmans.be"
"550536","xiaojiadianmovie.be"
"550968","lowi.eniris.be"
"551312","out.be"
"552320","vergelijk.be"
"552481","tennisvlaanderen.be"
"552951","autofans.be"
"552977","exellent.be"
"553305","amicum.be"
"555135","vente-unique.be"
"555265","versio.be"
"556108","facq.be"
"557079","condorcet.be"
"557486","charleroi.be"
"557520","guidesocial.be"
"559199","pearle.be"
"559282","immoproxio.be"
"560277","megabyte.be"
"560371","hainaut.be"
"560741","hs-online.be"
"560855","vistaprint.be"
"560989","caw.be"
"561068","traveldeal.be"
"561320","momu.be"
"561477","albelli.be"
"561613","aanbod.be"
"562059","ifapme.be"
"562102","wikifin.be"
"562188","conchology.be"
"562262","stihl.be"
"563461","kamera-express.be"
"564260","thefork.be"
"564810","rma.ac.be"
"565018","myedenred.be"
"565582","hunkemoller.be"
"565607","webherodns.be"
"565645","komoptegenkanker.be"
"565665","sw.be"
"566093","costa-coffee.be"
"567158","ooidonk.be"
"567396","kaartje2go.be"
"567519","theo.be"
"568283","drawnames.be"
"568334","passionsante.be"
"568984","gigaweb.be"
"569348","ibgebim.be"
"570040","newsclip.be"
"570076","cheaptickets.be"
"570270","cantillon.be"
"570588","myebox.be"
"571172","bmgroup.be"
"572009","skins.be"
"572472","autosecurite.be"
"573050","trustlocal.be"
"573085","scoodle.be"
"573217","dataprotectionauthority.be"
"574142","q8.be"
"574610","eksternest.be"
"574739","peugeot.be"
"575291","cathobel.be"
"575779","bax-shop.be"
"575934","egmontinstitute.be"
"575982","betv.be"
"576665","assist.be"
"576964","coreinfra.be"
"577840","ost-consulting.be"
"578384","express.be"
"579104","dnszones.be"
"579223","kabas.be"
"579501","lemonlive.be"
"579522","vinci.be"
"579551","buildwise.be"
"580513","casinobelgium.be"
"580538","verkeersboeten.be"
"581024","mr-bricolage.be"
"581066","goldenvegas.be"
"581077","onlyweb.be"
"582121","vakantieveilingen.be"
"582950","napoleonsportsandcasino.be"
"583201","rabobank.be"
"583223","jaspervdj.be"
"583375","imio.be"
"583386","radiocontact.be"
"583765","mess.be"
"583808","epicurien.be"
"583952","aeg.be"
"584111","appoint.be"
"584174","mediamates.be"
"585584","arbor-tech.be"
"585688","iclub.be"
"585913","robtv.be"
"586060","kieskeurig.be"
"586196","wicecloud.be"
"586489","telesambre.be"
"587837","ugc.be"
"587968","baloise.be"
"588096","student.be"
"588281","uwboete.be"
"589629","feeling.be"
"589631","yelp.be"
"590637","imelda.be"
"591052","tvoost.be"
"591187","uit.be"
"591992","ormed2.be"
"593058","ecolo.be"
"593278","damart.be"
"593388","allesoverseks.be"
"593691","biddit.be"
"594017","desco.be"
"594410","autodoc.be"
"594629","msf.be"
"594827","heylenvastgoed.be"
"595211","eldi.be"
"595517","sabam.be"
"595623","statics.hln.be"
"595894","sygmanet.be"
"596573","toychamp.be"
"596724","smak.be"
"596925","brucity.be"
"597889","stdio.be"
"598232","x-plose.be"
"598567","dhlparcel.be"
"598956","pathe.be"
"599887","farys.be"
"601272","fietsknooppunt.be"
"601646","kinepolis-studio.be"
"601901","allianz.be"
"602356","sleepworld.be"
"602376","derichebourg-belgie.be"
"602483","halvemaan.be"
"602557","belvilla.be"
"602605","miele.be"
"602684","cookidoo.be"
"603110","eizo.be"
"603579","spartoo.be"
"604096","leparking.be"
"604100","attentia.be"
"604241","temptation.hln.be"
"604525","solucious.be"
"605122","dolce-gusto.be"
"605491","dominos.be"
"605911","hansanders.be"
"606000","chuliege.be"
"606162","pharmamarket.be"
"606647","ephec.be"
"606671","nrj.be"
"607108","museumpassmusees.be"
"607344","lacsc.be"
"609157","maxizoo.be"
"609181","syntegro.be"
"610015","samenferm.be"
"610294","okay.be"
"610560","swde.be"
"610590","citroen.be"
"610845","t.hln.be"
"610868","tvvisie.be"
"611197","references.be"
"611537","zooplanckendael.be"
"612218","matele.be"
"612386","multipharma.be"
"612422","magicwins.be"
"612899","tinycluster.be"
"613031","samenfittorfs.be"
"613213","websolid.be"
"613913","lacitedesnuages.be"
"614341","e-business.be"
"614486","auto-doc.be"
"616785","pharmacie.be"
"617471","footlocker.be"
"617972","app.easybanking.bnpparibasfortis.be"
"618258","siemens.be"
"618607","ebrand.be"
"618664","voetbalbelgie.be"
"619746","vikingdirect.be"
"619808","ag.be"
"620142","henallux.be"
"620239","gaultmillau.be"
"620600","libis.be"
"620731","sempris.be"
"620852","spiritduck.be"
"621762","renmans.be"
"622144","operaballet.be"
"622953","smartoys.be"
"622966","icts.kuleuven.be"
"623683","belfiusdirect.be"
"624555","kurtroggen.be"
"624565","peppermillcasino.be"
"624570","wiv-isp.be"
"625091","chase.be"
"625346","cambio.be"
"625498","sclera.be"
"625575","sport-adeps.be"
"626270","wbi.be"
"626334","rexel.be"
"626550","name-server.be"
"626556","hebergement.be"
"627306","deroma.be"
"628096","login.hln.be"
"628755","vakantiediscounter.be"
"629130","derichebourgbelgium.be"
"629269","ford.be"
"629612","derichebourg-belgique.be"
"629779","scooore.be"
"629842","dansendeberen.be"
"629849","promojagers.be"
"630268","9lives.be"
"630737","pwc.be"
"631779","virtio.be"
"631984","ibeauty.be"
"632234","mtc-it4.be"
"632553","brusselsmuseums.be"
"633863","mediris.be"
"634287","azdelta.be"
"634487","parfumdreams.be"
"634926","vavabid.be"
"635032","gamerz.be"
"635052","sawiday.be"
"635256","apache.be"
"636113","pg.hln.be"
"636473","entrytickets.be"
"636992","werkenbijjessa.be"
"637415","antwerpterminals.be"
"637549","backmarket.be"
"637809","bungalowspecials.be"
"639412","klium.be"
"639637","makeup.be"
"639663","maniet.be"
"639898","msccruises.be"
"640044","newbalance.be"
"640208","oscaro.be"
"642390","secutec.be"
"643424","planetinternet.be"
"643734","juttu.be"
"643923","ringring.be"
"644128","trixonline.be"
"644255","atv.be"
"644374","www.luxevastgoed.be"
"645338","vias.be"
"645674","4gamers.be"
"646436","bingobattle.be"
"646453","all4running.be"
"646626","i-active.be"
"647001","wattedoen.be"
"647014","autoveiligheid.be"
"648996","miinto.be"
"649313","fietsnet.be"
"649605","t.vrt.be"
"649920","searx.be"
"650024","middelkerke.be"
"650172","enseignons.be"
"650385","showbizzsite.be"
"650422","century21.be"
"650617","la-carte.be"
"650966","ciport.be"
"651769","translate.google.be"
"651814","netsoftserver8.be"
"653044","koffiemarkt.be"
"653096","payconiq.be"
"653146","vanhool.be"
"653182","pizzahut.be"
"653656","mijnspar.be"
"653875","treatwell.be"
"654582","rocktv.be"
"654613","abnamroprivatebanking.be"
"654667","fgtb.be"
"655125","watwat.be"
"655334","belrtl.be"
"655392","bcmc-ops.be"
"655606","424soft.be"
"655787","ebonline.be"
"655891","ebu-uer.be"
"655921","chu-brugmann.be"
"655973","april-beauty.be"
"656838","dekust.be"
"657666","club.be"
"657892","voyage-prive.be"
"658827","culture.be"
"658939","manpower.be"
"658944","inflandersfields.be"
"659160","momondo.be"
"659265","ringtwice.be"
"659869","gondola.be"
"659913","sso.roularta.be"
"660496","familygameonline.be"
"660678","ict4you.be"
"661419","wurth.be"
"661689","itdaily.be"
"661940","nezaman.be"
"662235","sso.vrt.be"
"663192","gial.be"
"663473","syntra-ab.be"
"663871","carglass.be"
"664268","layer7.be"
"664573","natagora.be"
"666192","informatsoftware.be"
"666409","vaillant.be"
"668494","satellic.be"
"668623","museabrugge.be"
"668825","prodh.mhtr.be"
"668998","happyfootcare.be"
"669521","km.be"
"669536","sportwereld.be"
"669603","actualitesdroitbelge.be"
"670225","mayerline.be"
"670291","cleardns.be"
"670322","infoweb.be"
"670932","tigron.be"
"671433","wijnvoordeel.be"
"671910","astel.be"
"671946","idloom.be"
"672353","cabanga.be"
"672464","grignoux.be"
"673016","it4pro-server3.be"
"673169","rafc.be"
"674097","kvmechelen.be"
"674270","pv.be"
"675234","buyway.be"
"675587","allekabels.be"
"676166","easycosmetic.be"
"676473","rendez-vous.be"
"677082","rnews.be"
"677138","vanroey.be"
"677667","vanharen.be"
"677831","lazernet.be"
"678444","cbip.be"
"678781","wandelknooppunt.be"
"679224","corilus.be"
"679364","tournai.be"
"679845","parentia.be"
"680561","prod.mhtr.be"
"680692","oudenaarde.be"
"681208","vedia.be"
"681550","maescool.be"
"681625","syntrapxl.be"
"681629","fenb.be"
"681704","aclvb.be"
"682072","visitbrussels.be"
"682581","luca-arts.be"
"683058","chc.be"
"683701","krefel-mail.be"
"684739","statdata.be"
"685046","tracker.addrelevance.be"
"685263","fw4.be"
"685967","wielernieuws.be"
"686059","waregem.be"
"686679","webhero.be"
"687220","zas.be"
"687690","wijnbeurs.be"
"688468","luckygames.be"
"689342","anderlecht.be"
"689832","rubdos.be"
"690879","11.be"
"691124","rieker-shop.be"
"691389","1030.be"
"691431","cloud-communications.be"
"691879","wyre.be"
"691912","unia.be"
"692534","lago.be"
"692744","alimento.be"
"693009","vertbaudet.be"
"693050","tartes.be"
"693293","desingel.be"
"693905","sso.rtl.be"
"694241","jouwpagina.be"
"695092","laatjevaccineren.be"
"695391","mensura.be"
"696613","imap.telenet.be"
"696880","telepro.be"
"697671","azsintjan.be"
"698112","verisure.be"
"698354","polpo.be"
"698452","babylux.be"
"698798","vivalia.be"
"699249","24pharma.be"
"699406","aalst.be"
"699539","systray.be"
"699945","gezinsbond.be"
"699961","collishop.be"
"700262","vivium.be"
"700861","derichebourg-belgium.be"
"702488","pulsehosting.be"
"702815","edited.be"
"703840","radioplus.be"
"704654","mskgent.be"
"705196","resa.be"
"705303","spa-online.be"
"705887","pharmacy-medi-market.be"
"706296","livenude.be"
"706863","callmepower.be"
"707198","debanier.be"
"707864","folderbode.be"
"711210","diddit.be"
"711484","pluxee.be"
"712470","wrongplace.be"
"712583","modpro.be"
"712611","testaankoop.be"
"713337","computerlie.be"
"715025","gamemania.be"
"715336","flagey.be"
"715466","hosting-vps.be"
"716074","credoc.be"
"716437","goldforex.be"
"718135","compufit.be"
"718682","emailtorfs.be"
"720992","oxyboxy.be"
"721571","rhofman.be"
"721612","roeckx.be"
"722047","solidnetworks.be"
"722302","taktik.be"
"723657","consent.google.be"
"723678","ghalan.be"
"724467","commentdressersondragon.be"
"724890","crammed.be"
"724914","webmail.ux.proximus.be"
"724995","w6r.be"
"725025","clubmed.be"
"725750","flixbus.be"
"726288","pidpa.be"
"727036","poppr.be"
"727607","medirect.be"
"727780","mountainbike.be"
"728733","looza.be"
"728932","symex.be"
"729056","login.socialsecurity.be"
"729457","thservices.be"
"729937","services.tochat.be"
"730941","nventive.be"
"731517","rootshell.be"
"732259","belorta.be"
"732566","hypotheekwinkel.be"
"732905","pazzox.be"
"733223","goed.be"
"733629","ralphlauren.be"
"733790","fwo.be"
"733986","space-pro.be"
"734289","smartendr.be"
"734668","www.hollandandbarrett.be"
"734945","gamingcommission.be"
"735151","stripspeciaalzaak.be"
"735838","myserver.be"
"735949","scolares.be"
"736059","allinthebox.be"
"736553","childfocus.be"
"736895","mynameserver.be"
"737256","voetbalvlaanderen.be"
"737678","infrasciensano.be"
"738354","desocialekaart.be"
"739403","marieclaire.be"
"739598","civadis.be"
"739641","europcar.be"
"740314","15gram.be"
"740527","dodona.be"
"740679","infocu.be"
"741190","pong.be"
"741398","login.common.isabel.be"
"741404","vlaanderenkiest.be"
"741779","directrepair.be"
"741830","rentola.be"
"741874","bosch-home.be"
"742142","pharmapets.be"
"742821","large.be"
"742838","duo.be"
"743661","deriv.be"
"743898","solo.be"
"743972","telco.telenet-ops.be"
"744037","roompot.be"
"744138","jaanservers.be"
"744342","epdg.telco.telenet-ops.be"
"744396","lunchgarden.be"
"744885","mariamiddelares.be"
"745465","obelink.be"
"745944","sportoase.be"
"746473","promobutler.be"
"746587","eunet.be"
"746842","rechtbanken-tribunaux.be"
"747394","medipedia.be"
"747849","online.groups.be"
"748422","edc.dknadmin.be"
"748565","myway.be"
"748698","valcosoft.be"
"749002","broekx.be"
"749399","e-mail-top.be"
"750118","vindeentherapeut.be"
"750666","abbviegrants.be"
"750815","unicloud.edc.dknadmin.be"
"750838","prod.unicloud.edc.dknadmin.be"
"752163","kava.be"
"752225","medpets.be"
"753890","mini.be"
"754011","bingoal.be"
"754866","fonq.be"
"754989","mya-agenda.be"
"755084","sunu.be"
"755348","azgroeninge.be"
"755871","lampen24.be"
"756010","multimedium.be"
"756367","colora.be"
"756406","www.ejustice.just.fgov.be"
"756464","otheo.be"
"756680","www.acerta.be"
"757249","petitpapanoel.be"
"757975","mydkv.be"
"758287","acv-csc.be"
"758334","nn.be"
"758458","www.digikey.be"
"758826","expertpagina.be"
"759002","jack-wolfskin.be"
"760407","deals.be"
"760431","forest-national.be"
"760826","bloovi.be"
"761068","energuide.be"
"761638","openingsurengids.be"
"761661","start.exactonline.be"
"761826","hotelspecials.be"
"762111","centralepneus.be"
"762125","suzuki.be"
"762471","coda-cerva.be"
"763854","wanda.be"
"765246","santanderconsumerbank.be"
"765542","cmp-sp.vrt.be"
"765975","eg.be"
"766387","debameubelen.be"
"766519","werkgevers.vdab.be"
"766802","trendstop.knack.be"
"767137","vvsg.be"
"767387","mega.be"
"767647","becpas.be"
"767829","muztu.be"
"768021","www.drawnames.be"
"768156","maartenbaert.be"
"768716","ictjob.be"
"770556","startx.be"
"771919","rubenshuis.be"
"772077","opel.be"
"772330","todayinliege.be"
"774115","fls-eu.amazon.com.be"
"774173","nsi-sa.be"
"774315","belnames.be"
"774497","azstlucas.be"
"774861","lm-ml.be"
"775467","reseausantewallon.be"
"775678","www.livios.be"
"776039","lab9.be"
"777013","static.mhtr.be"
"777149","www.verkeerscentrum.be"
"777315","aviq.be"
"777448","bwincasino.be"
"777615","acco.be"
"778092","spa.be"
"778227","orbid.be"
"778399","www.keytradebank.be"
"778841","www.bitdefender.be"
"778934","gigatek.be"
"779312","weha.be"
"779709","trovit.be"
"779986","voetbalshop.be"
"780244","winparts.be"
"780370","ogs.google.be"
"780791","dille-kamille.be"
"780819","player.vrt.be"
"781472","linkoverzicht.be"
"781924","fixami.be"
"782501","www.liantis.be"
"782595","despil.be"
"782610","druglijn.be"
"783247","yoursurprise.be"
"783302","oblak.be"
"783677","cancer.be"
"783858","foto.hema.be"
"784167","mim.be"
"784230","nha.be"
"784908","goldenpalacesports.be"
"785420","gymfed.be"
"786439","eservices.minfin.fgov.be"
"787418","technopolis.be"
"787753","bandenleader.be"
"787898","lampenlicht.be"
"787904","olvz.be"
"788397","directlease.be"
"788628","pakske.be"
"789002","www.clint.be"
"789879","europ-assistance.be"
"790182","jobpol.be"
"790426","job.jobat.be"
"790441","lycamobile.be"
"790478","www.sdworx.be"
"791390","madeinasia.be"
"791860","goedbegin.be"
"792100","media-services-public.vrt.be"
"792169","www.bruzz.be"
"792703","rtc.be"
"793217","hallmark.be"
"793555","i-run.be"
"793648","startpagina.be"
"794218","skechers.be"
"794316","smulderstextiel.be"
"794402","syntra-mvl.be"
"794437","landrover.be"
"794808","guide-epargne.be"
"795136","www.bmw.be"
"796514","acom.be"
"797123","ophidian.be"
"797189","img.standaard.be"
"797407","betcenter.be"
"797702","lsbit.be"
"798405","lesengages.be"
"798475","static.nieuwsblad.be"
"798572","omnidns.be"
"799356","becharge.be"
"799422","bingoalsport.be"
"799594","casinoladbrokes.be"
"799642","chatbabe.be"
"799691","circus-sport.be"
"800023","e-notariaat.be"
"800804","ivago.be"
"801131","lernova.be"
"801551","myxtra.be"
"801650","nudevista.be"
"801800","parship.be"
"801966","printabout.be"
"803092","workingfor.be"
"803225","zelfbouwmarkt.be"
"804057","www.airbnb.be"
"804066","werk.belgie.be"
"804325","hostbots.be"
"805054","a.medialaancdn.be"
"805783","suprabazar.be"
"805911","hopper.be"
"806583","fiat.be"
"806700","printdeal.be"
"806826","babangida.be"
"806951","businessdashboard.kbc.be"
"807338","valley.hln.be"
"807415","dev-vlaanderen.be"
"807729","www.wittegids.be"
"808465","journal.lesoir.be"
"808804","cgslb.be"
"809299","oldtimerweb.be"
"809422","cinematek.be"
"809633","kbctouch.kbc.be"
"810286","banan.be"
"810638","famiflora.be"
"810688","mycrelan.crelan.be"
"811613","banksyspp.be"
"812162","mydnsserver.be"
"812674","rtlinfo.be"
"812920","visitleuven.be"
"813139","interhome.be"
"814161","bemini.be"
"815184","www.hetacv.be"
"815676","kazou.be"
"816035","www.iciparisxl.be"
"817170","diekeure.be"
"817236","bipt.be"
"817446","staatsbladmonitor.be"
"817800","routenet.be"
"817951","fmsb.be"
"818965","wolterskluwer.be"
"819073","pabo.be"
"819094","bioplanet.be"
"819165","sodexo4you.be"
"819506","loeters.be"
"819519","floralux.be"
"820252","heytelecom.be"
"820544","discountoffice.be"
"821135","weekendesk.be"
"821481","easytoys.be"
"821923","rubberduck.be"
"822118","ostbelgiendirekt.be"
"822129","rubikscu.be"
"822224","salonhabitat.be"
"822676","interactief.vrt.be"
"823196","www.securex.be"
"823197","astronomie.be"
"823397","ntp.prod.unicloud.edc.dknadmin.be"
"823947","sintbernardus.be"
"825079","turnhout.be"
"825416","rstatic.be"
"826093","inuits.be"
"827372","pro-serve.be"
"828255","apstudent.be"
"828402","landal.be"
"828645","dacia.be"
"829027","boysbitte.be"
"829423","perceval.be"
"829908","sillonbelge.be"
"830063","vlaamswoningfonds.be"
"830482","pc-partner.be"
"830643","zanzu.be"
"831331","visitwestvlaanderen.be"
"831808","ln24.be"
"832457","markup.nieuwsblad.be"
"832531","paradisio-online.be"
"832650","interactivedesigners.mediahuis.be"
"833307","chuuclnamur.be"
"834968","droitsquotidiens.be"
"834998","fr.airbnb.be"
"837287","vdk.be"
"837955","jemasoft.be"
"838033","blitz.be"
"838210","springkasteelhuren.be"
"838821","dieteren.be"
"838833","regsol.be"
"839493","receptel.be"
"839750","home24.be"
"840250","drankdozijn.be"
"840591","bristolshop.be"
"840777","consilius.be"
"840807","bokrijk.be"
"840843","herbots.be"
"841514","poetsbureau.be"
"841766","toolstation.be"
"842545","superbet.be"
"843240","peeq.be"
"843284","dns-cloud02.be"
"843467","fednot.be"
"843760","openmonumentendag.be"
"843808","noodweer.be"
"843995","agilitas.be"
"844381","natuurhuisje.be"
"844762","asz.be"
"845034","madisoncasino.be"
"845250","tennisdirect.be"
"845497","brekz.be"
"845634","foldercheck.be"
"845659","ghdc.be"
"845896","onlinefact.be"
"848790","www.levif.be"
"848975","heaj.be"
"849381","11ways.be"
"849438","velux.be"
"849716","water-link-jaarverslag.be"
"849920","init3.be"
"850068","accessweb.be"
"850556","nordpresse.be"
"850807","anicura.be"
"851037","telenetgroup.be"
"851699","statbel.fgov.be"
"851848","vestaserver.be"
"852512","avant.smartschool.be"
"853133","museumplantinmoretus.be"
"853142","marche.be"
"853271","itek-webwinkel.be"
"853710","federale.be"
"854195","irail.be"
"855435","dezondag.be"
"855719","luxembourg.be"
"856449","saxoinvestor.be"
"856718","ngi.be"
"857101","unagi.amazon.com.be"
"857908","bmwpremiumselection.be"
"858612","trevi.be"
"858781","pvda.be"
"858985","multibazar.be"
"859021","prijsvrij.be"
"859027","radio-belgie.be"
"861310","www.manutan.be"
"862640","cookie.vrt.be"
"862926","toerismevlaanderen.be"
"863442","vrtnws-web-bff.vrt.be"
"865835","drukland.be"
"866215","www.rva.be"
"866470","produweb.be"
"866870","pia.be"
"867093","federa.be"
"867413","yapaka.be"
"867494","www.philips.be"
"868774","files.zimmo.be"
"869603","vipleague.be"
"869952","speedpacket.be"
"870717","qu4tre.be"
"871315","iglobe.be"
"871372","max-immo.be"
"871600","www.walibi.be"
"873209","trends.levif.be"
"873708","ecoleenligne.be"
"873743","www.luminus.be"
"874125","images.tijd.be"
"875469","aeronomie.be"
"875475","vind-een-psycholoog.be"
"875761","yourfine.be"
"875993","ovam.be"
"876087","europabank.be"
"876319","login.rossel.be"
"876550","actief.be"
"876734","matexi.be"
"876896","dnsdata.be"
"877161","socure.be"
"877265","consult.cbso.nbb.be"
"877280","breex.be"
"877427","www.abconcerts.be"
"878037","cashconverters.be"
"879447","plein.be"
"879535","rajapack.be"
"879696","foodbag.be"
"879715","snipes.be"
"880021","medischcentrumrotselaar.be"
"880075","jacques.be"
"880364","plantentuinmeise.be"
"880490","ichec.be"
"880649","idp.kaa.sodexo.be"
"881189","ntgent.be"
"881329","www.bouwinfo.be"
"882409","tickers.zimmo.be"
"882633","emploi.belgique.be"
"882942","beatvenues.be"
"883796","circuit-zolder.be"
"883833","vanmossel.be"
"883841","courir.be"
"884624","fincheck.be"
"884638","www.adidas.be"
"885546","ipworks.be"
"885581","cenorm.be"
"885857","capig.stape.be"
"886765","digitalwallonia.be"
"886813","parkos.be"
"886915","ns-1.be"
"888329","provant.be"
"888822","zoomalia.be"
"888891","argentorshop.be"
"888929","carousel.be"
"889301","azklina.be"
"889728","f1journaal.be"
"889778","koningapestaart.be"
"889784","lawcloud.be"
"889825","openinyoutu.be"
"890502","deloox.be"
"890772","probems.be"
"890828","sportsdirect.be"
"891627","fagg-afmps.be"
"891635","musee-magritte-museum.be"
"892256","limburg.be"
"892633","www.expedia.be"
"892880","www.uvcw.be"
"893759","clientvolgsysteem.vdab.be"
"894013","apb.be"
"894235","www.smartschool.be"
"894708","goudwisselkantoor.be"
"894966","prod.chronorace.be"
"895091","www.eldi.be"
"895098","hyundai.be"
"895679","mazda.be"
"896167","www.beobank.be"
"896436","elizawashere.be"
"896956","onenetwork.be"
"896963","idmarket.be"
"897482","enterpriserentacar.be"
"898352","airfrance.be"
"898381","eventplanner.be"
"898700","www.ugc.be"
"898963","scholar.google.be"
"899017","caratow.be"
"899718","jaan.be"
"899887","solvari.be"
"900114","blablacar.be"
"900178","sibelga.be"
"901681","www.cashconverters.be"
"902008","engelbert-strauss.be"
"902035","foodello.be"
"902549","www.libelle.be"
"902844","motocrossmag.be"
"903168","cetelem.be"
"903551","bikerepublic.be"
"903593","cliniquesdeleurope.be"
"904299","petsplace.be"
"905358","cred.be"
"905406","volleyscores.be"
"905714","petit-bateau.be"
"906230","observations.be"
"906318","webmail.scarlet.be"
"906511","geoportail.wallonie.be"
"906980","blue-bike.be"
"907236","genk.be"
"907419","centerparcs.be"
"907576","my-documents.be"
"907903","img.gva.be"
"908110","www.lacsc.be"
"909555","diplomatie.belgium.be"
"909716","www.eg.be"
"909979","harras.be"
"910336","pampers.be"
"910538","new.myedenred.be"
"911169","www.hellofresh.be"
"912116","plusmagazine.be"
"912479","derijkstebelgen.be"
"913058","eigenstart.be"
"913458","www.desco.be"
"913538","antwerpmanagementschool.be"
"913589","bosa.belgium.be"
"913651","apschool.be"
"913943","tadaaz.be"
"914268","febelfin.be"
"914843","sixt.be"
"915984","koksijde.be"
"916749","webking.be"
"916825","lynx.be"
"917153","www.ehealth.fgov.be"
"917658","www.vlaio.be"
"918376","domainexpired.be"
"918573","www.biddit.be"
"918803","mariogames.be"
"918956","borgerhoff-lamberigts.be"
"919107","homebank.argenta.be"
"919177","www.xerius.be"
"919180","www.omoda.be"
"919398","www.postnl.be"
"919591","wice-infra.be"
"919845","www.nbb.be"
"920019","login.prd.telenet.be"
"920447","premier.be"
"920860","burgerprofiel.vlaanderen.be"
"920881","net7.be"
"920960","kmkg-mrah.be"
"921058","wegcode.be"
"921544","selexion.be"
"921876","www.enseignement.be"
"922537","z33.be"
"924013","startje.be"
"924588","ticketswap.be"
"924662","dns7949.be"
"924768","dnscluster.be"
"925098","aibv.be"
"925315","appointment.diplomatie.be"
